ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例,flag
5973708,2000,8950,商业服务业,江西,合伙企业,企业法人,0.53,NA
5973709,2006,5530,社区服务,湖北,集体所有制企业,企业法人,0.9,NA
5973710,2008,730,工业,广西,农民专业合作社,自然人,0.86,NA
5973711,2014,5290,零售业,湖北,股份有限公司,企业法人,0.99,NA
5973712,2004,9580,社区服务,广东,集体所有制企业,企业法人,0.51,NA
5973713,2003,1980,交通运输业,湖北,股份有限公司,自然人,0.68,NA
5973714,2001,190,商业服务业,江西,合伙企业,自然人,0.91,NA
5973715,2012,1410,交通运输业,湖南,合伙企业,企业法人,0.85,NA
5973716,2005,4200,工业,湖北,集体所有制企业,自然人,0.85,NA
5973717,2010,2150,零售业,广东,合伙企业,自然人,0.91,NA
5973718,2001,4300,社区服务,江西,集体所有制企业,自然人,0.51,NA
5973719,2012,NA,交通运输业,广东,合伙企业,NA,0.96,NA
5973720,2001,280,工业,湖南,股份有限公司,自然人,0.71,NA
5973721,2011,8720,社区服务,湖北,股份有限公司,自然人,0.75,NA
5973722,2013,9720,工业,福建,股份有限公司,自然人,0.85,NA
5973723,2012,6130,服务业,山东,股份有限公司,自然人,0.53,NA
5973724,2008,2380,零售业,湖北,农民专业合作社,自然人,0.87,NA
5973725,2007,2270,零售业,广东,合伙企业,企业法人,0.87,NA
5973726,2012,3030,服务业,江西,合伙企业,企业法人,0.79,NA
5973727,2007,3650,工业,广东,有限责任公司,企业法人,0.82,NA
5973728,2013,5920,服务业,福建,有限责任公司,自然人,0.89,NA
5973729,2005,800,商业服务业,湖南,合伙企业,企业法人,0.55,NA
5973730,2003,5860,工业,福建,集体所有制企业,企业法人,0.53,NA
5973731,2013,8250,服务业,福建,有限责任公司,自然人,0.84,NA
5973732,2007,1610,社区服务,广西,有限责任公司,自然人,0.89,NA
5973733,2002,9820,服务业,山东,农民专业合作社,自然人,0.57,NA
5973734,2001,9080,零售业,广西,集体所有制企业,自然人,0.61,NA
5973735,2005,6530,交通运输业,山东,股份有限公司,企业法人,0.82,NA
5973736,2006,9530,社区服务,广西,集体所有制企业,自然人,0.85,NA
5973737,2006,9830,交通运输业,广东,合伙企业,自然人,0.74,NA
5973738,2013,1270,工业,江西,集体所有制企业,自然人,0.53,NA
5973739,2005,2370,交通运输业,江西,股份有限公司,自然人,0.66,NA
5973740,2002,2580,工业,广西,合伙企业,企业法人,0.64,NA
5973741,2013,3160,零售业,湖南,股份有限公司,自然人,0.99,NA
5973742,2012,1880,服务业,湖南,有限责任公司,自然人,0.67,NA
5973743,2011,8110,社区服务,广东,有限责任公司,企业法人,0.98,NA
5973744,2013,7290,商业服务业,福建,有限责任公司,自然人,0.51,NA
5973745,2002,2890,零售业,江西,有限责任公司,企业法人,0.82,NA
5973746,2010,1080,零售业,湖北,有限责任公司,自然人,0.58,NA
5973747,2010,570,社区服务,湖北,合伙企业,自然人,0.59,NA
5973748,2008,7720,商业服务业,山东,农民专业合作社,企业法人,0.83,NA
5973749,2004,4610,商业服务业,广西,有限责任公司,企业法人,0.74,NA
5973750,2006,8620,交通运输业,山东,合伙企业,企业法人,0.91,NA
5973751,2011,6650,零售业,江西,集体所有制企业,自然人,0.8,NA
5973752,2005,9020,零售业,湖南,股份有限公司,自然人,0.87,NA
5973753,2005,350,社区服务,江西,农民专业合作社,自然人,0.85,NA
5973754,2002,6470,服务业,湖北,有限责任公司,自然人,0.59,NA
5973755,2004,360,商业服务业,山东,集体所有制企业,自然人,0.76,NA
5973756,2001,7360,工业,湖北,股份有限公司,自然人,0.57,NA
5973757,2013,9590,商业服务业,湖南,农民专业合作社,自然人,0.81,NA
5973758,2009,9860,交通运输业,湖南,有限责任公司,自然人,0.51,NA
5973759,2014,6260,服务业,福建,农民专业合作社,企业法人,0.93,NA
5973760,NA,1610,商业服务业,湖北,集体所有制企业,企业法人,0.61,NA
5973761,2000,8500,服务业,江西,农民专业合作社,企业法人,0.64,NA
5973762,2000,4840,交通运输业,湖南,合伙企业,自然人,0.69,NA
5973763,2002,2340,交通运输业,福建,合伙企业,企业法人,0.63,NA
5973764,2010,1850,交通运输业,福建,合伙企业,自然人,0.59,NA
5973765,2011,930,NA,广东,有限责任公司,企业法人,0.98,NA
5973766,2014,540,交通运输业,广西,集体所有制企业,自然人,0.68,NA
5973767,2014,2990,商业服务业,广西,合伙企业,企业法人,0.57,NA
5973768,2014,3330,零售业,山东,集体所有制企业,企业法人,NA,NA
5973769,2002,6880,工业,湖北,集体所有制企业,企业法人,0.71,NA
5973770,2005,9050,商业服务业,广东,有限责任公司,企业法人,0.91,NA
5973771,2010,2680,商业服务业,山东,集体所有制企业,企业法人,0.71,NA
5973772,2009,6650,服务业,广西,农民专业合作社,企业法人,0.65,NA
5973773,2004,4060,社区服务,湖北,有限责任公司,自然人,0.63,NA
5973774,2012,7870,服务业,江西,农民专业合作社,自然人,0.92,NA
5973775,2009,1960,工业,山东,农民专业合作社,自然人,0.97,NA
5973776,2006,9240,工业,江西,有限责任公司,自然人,0.62,NA
5973777,2010,5440,社区服务,广东,农民专业合作社,自然人,0.93,NA
5973778,2009,1980,工业,湖北,集体所有制企业,企业法人,0.82,NA
5973779,2001,9580,工业,福建,有限责任公司,企业法人,0.93,NA
5973780,2001,9030,工业,湖南,股份有限公司,企业法人,0.86,NA
5973781,2012,330,服务业,湖南,集体所有制企业,企业法人,0.63,NA
5973782,2004,2330,交通运输业,广西,有限责任公司,自然人,0.55,NA
5973783,2001,9970,服务业,广东,合伙企业,自然人,0.99,NA
5973784,2010,1020,社区服务,福建,股份有限公司,自然人,0.58,NA
5973785,2013,6500,社区服务,广西,集体所有制企业,企业法人,NA,NA
5973786,2012,1260,社区服务,湖南,集体所有制企业,自然人,0.96,NA
5973787,2013,2990,社区服务,江西,股份有限公司,企业法人,0.89,NA
5973788,2006,1950,服务业,广西,合伙企业,企业法人,0.89,NA
5973789,2010,8290,社区服务,湖北,有限责任公司,自然人,0.85,NA
5973790,2011,6160,社区服务,福建,有限责任公司,企业法人,0.56,NA
5973791,2008,620,社区服务,福建,合伙企业,企业法人,0.77,NA
5973792,2012,2610,服务业,湖南,集体所有制企业,企业法人,0.84,NA
5973793,2013,5950,社区服务,山东,有限责任公司,企业法人,0.93,NA
5973794,2004,9540,服务业,广西,合伙企业,企业法人,0.7,NA
5973795,2007,9830,交通运输业,山东,股份有限公司,自然人,0.85,NA
5973796,2012,8630,交通运输业,湖北,有限责任公司,自然人,0.76,NA
5973797,2000,860,社区服务,江西,有限责任公司,自然人,0.52,NA
5973798,2003,1440,服务业,福建,农民专业合作社,企业法人,0.59,NA
5973799,2004,2540,服务业,广东,集体所有制企业,企业法人,0.53,NA
5973800,2005,9400,社区服务,湖北,集体所有制企业,企业法人,0.69,NA
5973801,2014,6000,商业服务业,广西,股份有限公司,自然人,0.88,NA
5973802,2003,2910,交通运输业,山东,农民专业合作社,企业法人,0.64,NA
5973803,2007,8270,商业服务业,山东,股份有限公司,企业法人,0.58,NA
5973804,2008,8650,交通运输业,湖南,有限责任公司,自然人,0.73,NA
5973805,2009,5300,工业,广东,股份有限公司,企业法人,0.71,NA
5973806,2009,9080,工业,山东,合伙企业,企业法人,0.97,NA
5973807,2014,2290,社区服务,湖北,合伙企业,自然人,0.9,NA
5973808,2000,4460,商业服务业,湖北,有限责任公司,自然人,0.96,NA
5973809,2004,2630,零售业,湖北,合伙企业,自然人,0.79,NA
5973810,2009,3100,社区服务,广东,农民专业合作社,企业法人,0.55,NA
5973811,2008,7050,工业,江西,农民专业合作社,企业法人,0.62,NA
5973812,2010,1990,商业服务业,湖北,农民专业合作社,自然人,0.92,NA
5973813,2007,1780,社区服务,湖北,集体所有制企业,企业法人,0.67,NA
5973814,2011,8190,交通运输业,江西,农民专业合作社,自然人,0.92,NA
5973815,2007,7720,商业服务业,广西,股份有限公司,企业法人,0.81,NA
5973816,2005,150,工业,福建,股份有限公司,自然人,0.66,NA
5973817,2007,7590,商业服务业,福建,合伙企业,自然人,0.83,NA
5973818,2014,6060,社区服务,江西,有限责任公司,企业法人,0.51,NA
5973819,2003,6060,零售业,湖南,集体所有制企业,企业法人,NA,NA
5973820,2014,8310,社区服务,湖南,有限责任公司,自然人,0.76,NA
5973821,2012,7800,服务业,福建,合伙企业,自然人,0.66,NA
5973822,2010,6590,商业服务业,广东,集体所有制企业,自然人,0.83,NA
5973823,2004,4730,社区服务,湖北,有限责任公司,自然人,0.82,NA
5973824,2014,6920,交通运输业,山东,股份有限公司,企业法人,0.89,NA
5973825,2012,5460,社区服务,湖南,农民专业合作社,企业法人,0.88,NA
5973826,2008,6100,服务业,湖北,合伙企业,企业法人,0.93,NA
5973827,2011,1040,服务业,湖南,有限责任公司,自然人,0.77,NA
5973828,2009,9310,工业,湖北,股份有限公司,企业法人,0.85,NA
5973829,NA,460,工业,山东,农民专业合作社,自然人,0.77,NA
5973830,2007,1930,服务业,湖北,农民专业合作社,企业法人,0.52,NA
5973831,2001,5220,服务业,广西,合伙企业,企业法人,0.91,NA
5973832,2009,3330,社区服务,湖南,合伙企业,自然人,0.74,NA
5973833,2005,9130,NA,湖南,农民专业合作社,企业法人,0.87,NA
5973834,2004,6150,交通运输业,福建,股份有限公司,自然人,0.8,NA
5973835,2009,1650,商业服务业,福建,集体所有制企业,自然人,0.88,NA
5973836,2008,7330,交通运输业,湖北,合伙企业,自然人,0.86,NA
5973837,2006,3930,交通运输业,江西,有限责任公司,企业法人,0.74,NA
5973838,2007,2160,服务业,湖北,有限责任公司,企业法人,0.84,NA
5973839,2000,4260,零售业,福建,农民专业合作社,自然人,0.63,NA
5973840,2007,4980,零售业,福建,集体所有制企业,自然人,1,NA
5973841,2005,540,零售业,山东,农民专业合作社,企业法人,0.99,NA
5973842,2002,1760,零售业,福建,有限责任公司,自然人,0.57,NA
5973843,2006,8610,零售业,广西,股份有限公司,企业法人,0.84,NA
5973844,2000,950,零售业,湖南,合伙企业,企业法人,0.66,NA
5973845,2002,9560,商业服务业,湖北,有限责任公司,自然人,0.83,NA
5973846,2012,5430,零售业,山东,集体所有制企业,企业法人,0.62,NA
5973847,2011,9580,服务业,福建,股份有限公司,自然人,0.92,NA
5973848,2002,3190,商业服务业,湖南,农民专业合作社,企业法人,0.89,NA
5973849,2007,5000,服务业,湖北,有限责任公司,企业法人,0.55,NA
5973850,2004,5750,交通运输业,广东,农民专业合作社,企业法人,0.8,NA
5973851,2004,6680,社区服务,福建,有限责任公司,企业法人,0.91,NA
5973852,2005,3870,交通运输业,山东,农民专业合作社,自然人,0.91,NA
5973853,2002,1720,商业服务业,广西,有限责任公司,企业法人,0.84,NA
5973854,2012,1820,社区服务,广西,农民专业合作社,企业法人,0.76,NA
5973855,2005,310,社区服务,广西,合伙企业,自然人,0.55,NA
5973856,2005,180,服务业,江西,农民专业合作社,企业法人,0.55,NA
5973857,2013,9110,社区服务,福建,农民专业合作社,企业法人,0.55,NA
5973858,2007,140,商业服务业,福建,集体所有制企业,NA,0.69,NA
5973859,2003,1680,社区服务,湖北,合伙企业,企业法人,NA,NA
5973860,2000,7200,零售业,广东,股份有限公司,企业法人,0.96,NA
5973861,2013,6960,工业,山东,股份有限公司,自然人,0.69,NA
5973862,2007,7740,零售业,湖南,集体所有制企业,自然人,0.55,NA
5973863,2002,8310,工业,广东,合伙企业,企业法人,0.71,NA
5973864,2011,2400,零售业,江西,合伙企业,自然人,0.8,NA
5973865,2010,6610,服务业,福建,农民专业合作社,自然人,0.91,NA
5973866,2004,5970,商业服务业,山东,农民专业合作社,企业法人,0.95,NA
5973867,2004,3610,交通运输业,广东,农民专业合作社,企业法人,0.51,NA
5973868,2007,3870,交通运输业,福建,股份有限公司,自然人,1,NA
5973869,2002,1920,服务业,广东,集体所有制企业,企业法人,0.89,NA
5973870,2000,2290,服务业,湖北,农民专业合作社,自然人,0.85,NA
5973871,2005,9510,服务业,福建,股份有限公司,自然人,0.65,NA
5973872,2009,5890,社区服务,湖南,有限责任公司,自然人,0.63,NA
5973873,2001,5510,工业,广西,有限责任公司,自然人,0.68,NA
5973874,2012,6430,商业服务业,湖北,股份有限公司,企业法人,0.95,NA
5973875,2007,2870,商业服务业,湖北,有限责任公司,企业法人,0.65,NA
5973876,2005,4390,零售业,山东,集体所有制企业,企业法人,0.9,NA
5973877,2010,3760,交通运输业,福建,农民专业合作社,自然人,0.92,NA
5973878,2009,7880,工业,江西,集体所有制企业,自然人,0.68,NA
5973879,2003,980,服务业,江西,股份有限公司,自然人,0.96,NA
5973880,2000,8770,交通运输业,湖南,有限责任公司,自然人,0.59,NA
5973881,2011,1600,社区服务,山东,股份有限公司,企业法人,0.81,NA
5973882,2011,5220,社区服务,湖南,有限责任公司,企业法人,0.87,NA
5973883,2010,110,社区服务,湖北,农民专业合作社,自然人,0.62,NA
5973884,2001,8120,工业,湖南,合伙企业,企业法人,0.79,NA
5973885,2007,3220,交通运输业,湖南,有限责任公司,自然人,0.64,NA
5973886,2000,6500,工业,广西,股份有限公司,自然人,0.67,NA
5973887,2002,4550,工业,广东,集体所有制企业,自然人,0.64,NA
5973888,2007,4350,交通运输业,山东,合伙企业,企业法人,0.88,NA
5973889,2004,2200,零售业,广西,合伙企业,企业法人,0.95,NA
5973890,2002,4040,交通运输业,湖北,农民专业合作社,自然人,0.55,NA
5973891,2001,6540,零售业,福建,股份有限公司,企业法人,0.51,NA
5973892,2006,2700,工业,湖南,农民专业合作社,自然人,0.64,NA
5973893,2001,760,交通运输业,广东,有限责任公司,企业法人,0.92,NA
5973894,2012,7540,商业服务业,山东,股份有限公司,企业法人,0.7,NA
5973895,2001,7880,服务业,广西,有限责任公司,企业法人,0.61,NA
5973896,2014,8270,服务业,广东,农民专业合作社,企业法人,0.86,NA
5973897,2001,640,工业,福建,集体所有制企业,自然人,0.94,NA
5973898,2014,6480,社区服务,湖南,有限责任公司,自然人,0.98,NA
5973899,2007,4830,零售业,广西,农民专业合作社,企业法人,0.69,NA
5973900,2003,7550,零售业,山东,农民专业合作社,自然人,0.68,NA
5973901,2005,6940,服务业,江西,农民专业合作社,自然人,0.86,NA
5973902,2008,4660,社区服务,山东,农民专业合作社,企业法人,0.69,NA
5973903,2008,8990,服务业,江西,有限责任公司,企业法人,0.76,NA
5973904,2004,110,零售业,福建,有限责任公司,企业法人,0.63,NA
5973905,2013,9370,商业服务业,湖北,股份有限公司,自然人,0.73,NA
5973906,2002,2550,零售业,广西,农民专业合作社,企业法人,0.77,NA
5973907,2002,150,商业服务业,广东,合伙企业,自然人,0.74,NA
5973908,2010,9860,社区服务,江西,有限责任公司,企业法人,0.65,NA
5973909,2004,NA,交通运输业,福建,农民专业合作社,自然人,0.8,NA
5973910,2006,7720,交通运输业,江西,有限责任公司,自然人,0.73,NA
5973911,2005,3410,零售业,湖北,集体所有制企业,企业法人,0.57,NA
5973912,2012,5910,零售业,广西,集体所有制企业,自然人,NA,NA
5973913,2012,1910,商业服务业,江西,股份有限公司,企业法人,0.66,NA
5973914,2009,2170,社区服务,福建,农民专业合作社,自然人,0.71,NA
5973915,2002,7070,社区服务,广西,合伙企业,自然人,0.92,NA
5973916,2001,5560,零售业,湖南,农民专业合作社,自然人,0.85,NA
5973917,2006,2470,工业,湖北,农民专业合作社,自然人,0.56,NA
5973918,2004,4490,工业,广西,有限责任公司,自然人,1,NA
5973919,2001,1110,工业,广东,有限责任公司,企业法人,0.64,NA
5973920,2010,440,零售业,福建,股份有限公司,自然人,0.73,NA
5973921,2013,7050,零售业,福建,集体所有制企业,自然人,0.83,NA
5973922,2012,4430,工业,山东,农民专业合作社,自然人,0.78,NA
5973923,2000,9350,社区服务,湖北,股份有限公司,自然人,0.61,NA
5973924,2004,7820,交通运输业,湖北,有限责任公司,自然人,0.79,NA
5973925,2013,5100,社区服务,山东,合伙企业,企业法人,0.65,NA
5973926,2004,270,零售业,湖南,合伙企业,自然人,0.77,NA
5973927,2001,2950,商业服务业,山东,集体所有制企业,企业法人,0.68,NA
5973928,2006,6820,交通运输业,福建,集体所有制企业,自然人,0.8,NA
5973929,2013,3530,零售业,广东,合伙企业,企业法人,0.59,NA
5973930,2008,270,服务业,福建,股份有限公司,自然人,0.9,NA
5973931,2007,780,工业,广东,股份有限公司,自然人,0.89,NA
5973932,2011,2360,工业,广东,有限责任公司,企业法人,0.96,NA
5973933,2011,1200,零售业,广西,合伙企业,自然人,0.75,NA
5973934,2003,5130,商业服务业,山东,农民专业合作社,自然人,0.96,NA
5973935,2009,1920,商业服务业,江西,合伙企业,企业法人,0.85,NA
5973936,2008,690,社区服务,福建,集体所有制企业,自然人,0.52,NA
5973937,2008,930,零售业,山东,集体所有制企业,自然人,0.93,NA
5973938,2007,8080,商业服务业,江西,股份有限公司,自然人,0.7,NA
5973939,2000,2120,社区服务,湖北,股份有限公司,自然人,0.51,NA
5973940,2013,7060,交通运输业,湖北,集体所有制企业,企业法人,0.94,NA
5973941,2001,2790,服务业,湖北,农民专业合作社,自然人,0.51,NA
5973942,2009,7420,社区服务,湖南,有限责任公司,企业法人,0.76,NA
5973943,2014,3080,商业服务业,湖南,合伙企业,自然人,0.74,NA
5973944,2014,9340,服务业,广西,农民专业合作社,自然人,0.73,NA
5973945,2008,7790,服务业,江西,股份有限公司,自然人,0.96,NA
5973946,2013,9050,零售业,广西,农民专业合作社,自然人,0.69,NA
5973947,2010,2000,零售业,广东,有限责任公司,自然人,0.91,NA
5973948,2013,5610,服务业,湖南,有限责任公司,自然人,0.72,NA
5973949,2006,3620,工业,广西,合伙企业,自然人,0.69,NA
5973950,2007,9020,交通运输业,湖南,农民专业合作社,自然人,0.51,NA
5973951,2013,5900,工业,福建,农民专业合作社,企业法人,0.73,NA
5973952,2014,740,零售业,江西,集体所有制企业,企业法人,0.87,NA
5973953,2014,790,零售业,湖北,NA,企业法人,0.85,NA
5973954,2003,2540,交通运输业,广西,合伙企业,企业法人,0.76,NA
5973955,2001,4440,工业,湖南,股份有限公司,企业法人,0.81,NA
5973956,2005,4700,商业服务业,江西,集体所有制企业,自然人,0.78,NA
5973957,2002,2180,零售业,江西,股份有限公司,企业法人,0.57,NA
5973958,2006,3630,零售业,福建,合伙企业,企业法人,0.96,NA
5973959,2012,3710,工业,湖南,有限责任公司,自然人,0.98,NA
5973960,2007,7630,服务业,福建,股份有限公司,自然人,0.76,NA
5973961,2009,2950,社区服务,福建,有限责任公司,企业法人,0.84,NA
5973962,2013,210,交通运输业,广东,农民专业合作社,自然人,0.72,NA
5973963,2008,950,工业,山东,合伙企业,企业法人,0.53,NA
5973964,2001,6750,商业服务业,福建,有限责任公司,自然人,0.97,NA
5973965,2004,1540,工业,山东,集体所有制企业,企业法人,0.62,NA
5973966,2009,8610,商业服务业,广西,农民专业合作社,企业法人,0.87,NA
5973967,2003,5820,交通运输业,广西,股份有限公司,自然人,0.96,NA
5973968,2012,960,交通运输业,江西,有限责任公司,自然人,0.56,NA
5973969,2001,1430,商业服务业,湖南,股份有限公司,企业法人,0.52,NA
5973970,2010,1020,工业,广西,有限责任公司,企业法人,0.76,NA
5973971,2008,3250,零售业,福建,有限责任公司,自然人,0.76,NA
5973972,2009,5430,商业服务业,福建,集体所有制企业,企业法人,0.58,NA
5973973,2008,2910,交通运输业,广东,有限责任公司,自然人,0.89,NA
5973974,2012,9030,交通运输业,湖南,有限责任公司,自然人,0.52,NA
5973975,2001,6410,商业服务业,福建,有限责任公司,自然人,0.51,NA
5973976,2014,1110,零售业,湖北,集体所有制企业,企业法人,0.91,NA
5973977,2008,3090,服务业,湖北,集体所有制企业,企业法人,0.65,NA
5973978,2014,9200,交通运输业,江西,集体所有制企业,企业法人,0.75,NA
5973979,2004,7450,工业,湖北,农民专业合作社,企业法人,0.82,NA
5973980,2011,820,交通运输业,福建,有限责任公司,自然人,0.75,NA
5973981,2000,460,服务业,福建,股份有限公司,企业法人,0.66,NA
5973982,2008,2010,工业,江西,农民专业合作社,企业法人,0.63,NA
5973983,2002,6830,零售业,湖南,股份有限公司,企业法人,0.68,NA
5973984,2001,890,社区服务,江西,合伙企业,企业法人,0.94,NA
5973985,NA,7850,工业,湖北,有限责任公司,企业法人,1,NA
5973986,2003,8160,社区服务,广西,集体所有制企业,自然人,0.86,NA
5973987,2003,8130,社区服务,广东,农民专业合作社,自然人,0.95,NA
5973988,2014,7800,服务业,江西,合伙企业,自然人,0.9,NA
5973989,2004,3640,社区服务,湖南,股份有限公司,自然人,0.7,NA
5973990,2009,5720,交通运输业,广西,合伙企业,自然人,0.73,NA
5973991,2011,1410,工业,广西,农民专业合作社,自然人,0.92,NA
5973992,2010,7570,工业,山东,合伙企业,自然人,0.93,NA
5973993,2014,5080,服务业,广西,集体所有制企业,自然人,0.9,NA
5973994,2001,2340,商业服务业,山东,集体所有制企业,企业法人,0.54,NA
5973995,2008,7970,零售业,广西,农民专业合作社,自然人,0.55,NA
5973996,2007,3580,工业,湖北,农民专业合作社,自然人,0.6,NA
5973997,2003,1130,交通运输业,广西,集体所有制企业,自然人,0.52,NA
5973998,2006,6080,交通运输业,湖南,集体所有制企业,企业法人,0.75,NA
5973999,2009,2400,交通运输业,江西,股份有限公司,企业法人,0.84,NA
5974000,2005,1290,服务业,湖南,有限责任公司,自然人,0.87,NA
5974001,2006,9060,交通运输业,山东,农民专业合作社,企业法人,0.64,NA
5974002,2011,2710,服务业,NA,股份有限公司,企业法人,0.64,NA
5974003,2002,2490,服务业,江西,合伙企业,企业法人,0.53,NA
5974004,2006,3010,商业服务业,广西,有限责任公司,企业法人,0.61,NA
5974005,2009,680,交通运输业,江西,股份有限公司,企业法人,0.56,NA
5974006,2004,9130,零售业,江西,集体所有制企业,企业法人,0.85,NA
5974007,2011,3670,社区服务,广东,农民专业合作社,企业法人,0.97,NA
5974008,2009,110,服务业,福建,集体所有制企业,自然人,0.7,NA
5974009,2014,2760,零售业,江西,有限责任公司,企业法人,0.89,NA
5974010,2001,7320,服务业,福建,农民专业合作社,企业法人,0.77,NA
5974011,2014,1540,商业服务业,湖北,合伙企业,企业法人,0.9,NA
5974012,2005,2330,社区服务,江西,集体所有制企业,企业法人,0.84,NA
5974013,2009,5600,商业服务业,江西,合伙企业,企业法人,0.7,NA
5974014,2012,3750,零售业,福建,合伙企业,自然人,0.61,NA
5974015,2013,9380,服务业,江西,集体所有制企业,企业法人,0.9,NA
5974016,2000,5460,工业,湖南,集体所有制企业,自然人,0.91,NA
5974017,2000,210,交通运输业,湖南,合伙企业,企业法人,0.56,NA
5974018,2006,7660,商业服务业,湖南,合伙企业,自然人,0.78,NA
5974019,2014,1810,工业,NA,合伙企业,自然人,0.57,NA
5974020,2007,5230,工业,广西,集体所有制企业,企业法人,0.92,NA
5974021,2004,7130,零售业,福建,股份有限公司,自然人,0.73,NA
5974022,2011,4710,交通运输业,广东,有限责任公司,自然人,0.79,NA
5974023,2009,6220,服务业,湖北,NA,企业法人,0.93,NA
5974024,2006,2310,交通运输业,广东,有限责任公司,自然人,0.85,NA
5974025,2010,1010,工业,广西,集体所有制企业,自然人,0.97,NA
5974026,2002,6170,交通运输业,山东,有限责任公司,自然人,0.75,NA
5974027,2005,8180,服务业,江西,合伙企业,企业法人,0.7,NA
5974028,2009,3870,社区服务,广西,合伙企业,企业法人,0.6,NA
5974029,2012,1650,服务业,福建,集体所有制企业,自然人,0.62,NA
5974030,2000,2660,社区服务,湖北,集体所有制企业,企业法人,0.94,NA
5974031,2014,5270,零售业,江西,股份有限公司,企业法人,0.93,NA
5974032,2007,10000,社区服务,江西,合伙企业,企业法人,0.69,NA
5974033,2009,4530,工业,湖北,合伙企业,企业法人,0.55,NA
5974034,2006,8540,社区服务,NA,集体所有制企业,自然人,0.54,NA
5974035,2013,8750,社区服务,福建,NA,企业法人,0.76,NA
5974036,2004,5660,服务业,山东,农民专业合作社,自然人,0.92,NA
5974037,2006,9920,零售业,湖北,股份有限公司,NA,0.52,NA
5974038,2005,4830,社区服务,湖南,合伙企业,企业法人,0.84,NA
5974039,NA,3520,零售业,福建,集体所有制企业,自然人,0.83,NA
5974040,2004,3430,零售业,湖南,有限责任公司,企业法人,0.75,NA
5974041,2006,1700,商业服务业,湖南,有限责任公司,企业法人,0.83,NA
5974042,2002,3070,交通运输业,湖南,股份有限公司,自然人,0.66,NA
5974043,2010,8570,服务业,江西,农民专业合作社,自然人,0.99,NA
5974044,2009,4330,服务业,湖南,集体所有制企业,企业法人,0.75,NA
5974045,2003,2870,商业服务业,广东,农民专业合作社,NA,NA,NA
5974046,2007,8730,商业服务业,福建,合伙企业,自然人,0.51,NA
5974047,2001,3920,工业,江西,合伙企业,企业法人,0.71,NA
5974048,2005,7010,交通运输业,广西,合伙企业,企业法人,1,NA
5974049,2002,9770,社区服务,湖北,合伙企业,企业法人,0.85,NA
5974050,2002,6590,服务业,广西,合伙企业,自然人,0.87,NA
5974051,2006,6450,零售业,江西,合伙企业,自然人,0.93,NA
5974052,2003,8030,商业服务业,广西,有限责任公司,企业法人,0.83,NA
5974053,2008,4960,服务业,山东,农民专业合作社,企业法人,0.69,NA
5974054,2012,780,零售业,福建,合伙企业,自然人,0.51,NA
5974055,2003,3230,商业服务业,湖南,集体所有制企业,企业法人,0.79,NA
5974056,2004,9470,零售业,福建,集体所有制企业,自然人,0.93,NA
5974057,2004,9650,交通运输业,山东,合伙企业,自然人,0.91,NA
5974058,2006,4870,服务业,福建,集体所有制企业,自然人,0.8,NA
5974059,2006,2760,零售业,山东,农民专业合作社,自然人,0.65,NA
5974060,2005,9280,社区服务,湖北,合伙企业,企业法人,0.51,NA
5974061,2004,1920,零售业,广东,有限责任公司,企业法人,0.98,NA
5974062,2008,7840,交通运输业,山东,合伙企业,自然人,0.62,NA
5974063,2003,4370,社区服务,广西,股份有限公司,自然人,0.87,NA
5974064,2002,7670,服务业,湖北,集体所有制企业,企业法人,0.87,NA
5974065,2004,8360,服务业,山东,集体所有制企业,企业法人,0.99,NA
5974066,2012,3120,零售业,福建,农民专业合作社,企业法人,0.81,NA
5974067,2014,7130,商业服务业,山东,集体所有制企业,自然人,0.58,NA
5974068,2010,1890,工业,广东,股份有限公司,NA,0.59,NA
5974069,2004,3980,商业服务业,湖北,股份有限公司,企业法人,NA,NA
5974070,2002,5870,商业服务业,广东,有限责任公司,企业法人,0.8,NA
5974071,2007,150,工业,广西,合伙企业,企业法人,0.65,NA
5974072,2005,3710,服务业,湖南,农民专业合作社,企业法人,0.96,NA
5974073,2010,4910,社区服务,广西,合伙企业,企业法人,0.55,NA
5974074,2004,2640,服务业,湖南,股份有限公司,自然人,0.84,NA
5974075,2008,2160,交通运输业,江西,有限责任公司,自然人,0.94,NA
5974076,2002,5700,社区服务,山东,有限责任公司,NA,0.82,NA
5974077,2000,1610,工业,福建,股份有限公司,企业法人,0.65,NA
5974078,2007,1400,商业服务业,江西,股份有限公司,企业法人,0.74,NA
5974079,2004,5160,商业服务业,江西,合伙企业,自然人,0.87,NA
5974080,2004,4080,交通运输业,山东,股份有限公司,企业法人,0.59,NA
5974081,2007,NA,NA,湖北,集体所有制企业,自然人,0.77,NA
5974082,2007,8330,商业服务业,福建,集体所有制企业,企业法人,0.97,NA
5974083,2001,6630,商业服务业,江西,集体所有制企业,企业法人,0.78,NA
5974084,NA,3870,NA,广西,农民专业合作社,自然人,0.91,NA
5974085,2004,2620,社区服务,湖南,合伙企业,自然人,0.57,NA
5974086,2000,930,商业服务业,江西,集体所有制企业,企业法人,0.79,NA
5974087,2013,2310,社区服务,湖北,有限责任公司,自然人,0.61,NA
5974088,2000,8360,工业,江西,农民专业合作社,企业法人,0.63,NA
5974089,2010,2330,商业服务业,广东,合伙企业,企业法人,0.69,NA
5974090,2000,8350,商业服务业,湖南,集体所有制企业,企业法人,0.54,NA
