ID,year,从业人数,资产总额,负债总额,营业总收入,主营业务收入,利润总额,净利润,纳税总额,所有者权益合计
5975239,2016,986,118080,108240,82656,41328,41328,16531.2,33062.4,9840
5975240,2016,141,176400,249900,493920,197568,197568,148176,98784,-73500
5975241,2016,69,155250,303600,46575,23287.5,13972.5,-4657.5,0,-148350
5975242,2016,415,49280,64680,93632,46816,9363.2,9363.2,18726.4,-15400
5975243,2016,309,127520,179325,89264,71411.2,26779.2,-8926.4,0,-51805
5975244,2016,806,94650,176680,179835,125884.5,71934,17983.5,107901,-82030
5975245,2016,909,14320,10740,48688,34081.6,19475.2,4868.8,19475.2,3580
5975246,2016,542,86040,78870,68832,48182.4,34416,27532.8,41299.2,7170
5975247,2016,NA,106200,146025,276120,138060,110448,27612,165672,-39825
5975248,2016,158,15900,15370,69960,27984,34980,0,27984,530
5975249,2016,405,8000,3840,8000,4800,2400,1600,3200,4160
5975250,2016,754,181600,88530,581120,290560,116224,116224,NA,93070
5975251,2016,387,66330,30150,13266,10612.8,1326.6,-1326.6,0,36180
5975252,2016,936,589800,289985,2123280,849312,212328,0,424656,299815
5975253,2016,643,18520,9260,42596,21298,4259.6,12778.8,8519.2,9260
5975254,2016,800,147000,290080,147000,58800,44100,0,29400,-143080
5975255,2016,173,42120,60750,50544,40435.2,10108.8,20217.6,30326.4,-18630
5975256,2016,496,232200,224460,139320,97524,69660,0,27864,7740
5975257,2016,233,280800,273600,84240,50544,16848,25272,33696,7200
5975258,2016,725,92960,89640,74368,37184,14873.6,-7436.8,0,3320
5975259,2016,168,76320,35775,145008,58003.2,14500.8,14500.8,58003.2,40545
5975260,2016,314,115680,110860,254496,101798.4,50899.2,0,50899.2,4820
5975261,2016,876,141440,137020,226304,181043.2,90521.6,-22630.4,0,4420
5975262,2016,933,182400,358720,437760,262656,175104,175104,262656,-176320
5975263,2016,647,158940,225165,794700,556290,79470,238410,317880,-66225
5975264,2016,836,437400,430110,NA,590490,NA,354294,236196,7290
5975265,2016,248,403500,197715,807000,564900,161400,0,484200,205785
5975266,2016,445,2100,2100,2940,2352,588,-294,0,0
5975267,2016,305,26820,33525,34866,17433,3486.6,6973.2,6973.2,-6705
5975268,2016,373,30720,26880,27648,22118.4,11059.2,11059.2,5529.6,3840
5975269,2016,226,183600,361080,532440,425952,159732,0,212976,-177480
5975270,2016,41,NA,144100,146720,73360,58688,-14672,0,2620
5975271,2016,216,NA,3910,4896,1958.4,2448,0,1958.4,4250
5975272,2016,787,84000,39200,319200,191520,159600,-31920,0,44800
5975273,2016,841,9150,3050,22875,11437.5,4575,0,4575,6100
5975274,2016,154,47160,91700,174492,104695.2,17449.2,17449.2,69796.8,-44540
5975275,2016,445,89280,171120,276768,221414.4,110707.2,27676.8,55353.6,-81840
5975276,2016,987,67050,131120,227970,136782,91188,45594,45594,-64070
5975277,2016,586,19200,17920,26880,18816,10752,NA,16128,1280
5975278,2016,630,49800,23240,39840,27888,3984,3984,15936,NA
5975279,2016,396,270060,263630,999222,499611,499611,-99922.2,0,6430
5975280,2016,238,133600,253840,507680,304608,253840,0,304608,-120240
5975281,2016,245,NA,58500,48750,39000,24375,4875,19500,-26000
5975282,2016,269,81000,148500,32400,12960,9720,9720,12960,-67500
5975283,2016,532,21400,17120,44940,17976,4494,-4494,0,4280
5975284,2016,897,115080,52745,402780,201390,201390,-40278,0,62335
5975285,2016,447,3000,2900,13800,11040,6900,0,5520,100
5975286,2016,365,613120,603540,429184,171673.6,128755.2,-42918.4,0,9580
5975287,2016,395,53600,52260,69680,41808,20904,20904,27872,1340
5975288,2016,987,227500,218750,705250,493675,141050,211575,141050,8750
5975289,2016,558,34980,29150,17490,12243,1749,3498,10494,5830
5975290,2016,811,66560,124800,193024,154419.2,77209.6,77209.6,38604.8,-58240
5975291,2016,246,27900,12555,80910,32364,16182,32364,48546,15345
5975292,2016,209,290400,561440,1277760,894432,638880,127776,511104,-271040
5975293,2016,325,47520,92880,85536,34214.4,42768,8553.6,NA,-45360
5975294,2016,745,5180,4440,1036,621.6,207.2,414.4,621.6,740
5975295,2016,825,138900,64820,125010,50004,50004,12501,75006,74080
5975296,2016,474,6000,2925,5400,3240,1620,1080,2160,3075
5975297,2016,370,102600,191520,389880,233928,38988,38988,77976,-88920
5975298,2016,580,94000,45120,178600,142880,71440,-17860,0,48880
5975299,2016,241,84600,163560,253800,152280,76140,76140,50760,-78960
5975300,2016,547,3360,4830,6384,2553.6,1915.2,638.4,2553.6,-1470
5975301,2016,508,670400,993030,737440,516208,294976,294976,294976,-322630
5975302,2016,708,393360,192210,1730784,1038470.4,519235.2,692313.6,346156.8,201150
5975303,2016,392,733600,724430,1467200,1173760,586880,440160,586880,9170
5975304,2016,746,27720,12705,99792,59875.2,29937.6,9979.2,39916.8,15015
5975305,2016,663,374400,368160,823680,494208,329472,0,164736,6240
5975306,2016,530,510900,754560,1788150,1072890,357630,0,1072890,-243660
5975307,2016,415,24990,42840,47481,33236.7,23740.5,18992.4,18992.4,-17850
5975308,2016,666,19740,13160,59220,29610,23688,-5922,0,6580
5975309,2016,286,75360,72220,188400,150720,94200,75360,37680,NA
5975310,2016,835,42360,77660,97428,68199.6,9742.8,9742.8,19485.6,-35300
5975311,2016,430,527200,1041220,1634320,817160,817160,326864,980592,-514020
5975312,2016,187,108000,212400,64800,25920,12960,25920,12960,-104400
5975313,2016,501,189360,272205,814248,488548.8,162849.6,325699.2,162849.6,-82845
5975314,2016,115,57120,110160,285600,199920,85680,57120,171360,-53040
5975315,2016,193,35250,50760,45825,32077.5,4582.5,0,18330,-15510
5975316,2016,172,107100,156825,171360,119952,68544,-17136,0,-49725
5975317,2016,442,150400,142880,616640,431648,123328,61664,369984,7520
5975318,2016,957,22020,14680,57252,22900.8,22900.8,11450.4,34351.2,7340
5975319,2016,877,8640,11340,12096,7257.6,3628.8,0,4838.4,-2700
5975320,NA,349,7490,3210,25466,20372.8,NA,2546.6,5093.2,4280
5975321,2016,449,29200,10950,93440,65408,37376,-9344,0,18250
5975322,2016,799,44100,21420,220500,110250,22050,44100,132300,22680
5975323,2016,176,283800,139535,255420,178794,102168,102168,51084,144265
5975324,2016,56,102360,46915,307080,245664,153540,-30708,0,55445
5975325,2016,231,361200,532770,1553160,1242528,776580,621264,621264,-171570
5975326,2016,706,28480,26700,142400,113920,71200,14240,56960,1780
5975327,2016,755,81270,72240,316953,158476.5,126781.2,-31695.3,0,9030
5975328,2016,194,214500,312000,750750,375375,225225,150150,300300,-97500
5975329,2016,23,56400,81075,163560,81780,65424,65424,32712,-24675
5975330,2016,532,57600,56320,207360,82944,62208,0,82944,1280
5975331,2016,101,103040,95680,144256,57702.4,43276.8,43276.8,28851.2,7360
5975332,2016,354,180200,342380,450500,270300,180200,90100,270300,-162180
5975333,2016,139,252900,247280,101160,50580,40464,20232,20232,5620
5975334,2016,210,70470,93960,331209,132483.6,99362.7,-33120.9,0,-23490
5975335,2016,951,12210,16280,50061,25030.5,25030.5,15018.3,20024.4,-4070
5975336,2016,473,10440,3915,40716,32572.8,20358,16286.4,24429.6,6525
5975337,2016,542,683200,674660,546560,218624,109312,54656,327936,8540
5975338,2016,493,57120,49980,28560,17136,5712,2856,17136,7140
5975339,2016,456,83520,153120,375840,187920,112752,-37584,0,-69600
5975340,2016,757,64680,124740,51744,36220.8,20697.6,10348.8,10348.8,-60060
5975341,2016,377,69100,31095,117470,82229,35241,46988,23494,38005
5975342,2016,656,113920,110360,216448,173158.4,108224,43289.6,86579.2,3560
5975343,2016,427,35400,66080,42480,29736,16992,-4248,0,-30680
5975344,2016,805,8250,5500,825,660,247.5,82.5,165,2750
5975345,2016,68,273840,268950,684600,273840,68460,68460,273840,4890
5975346,2016,58,42720,40940,162336,64934.4,32467.2,-16233.6,0,1780
5975347,2016,720,314160,153510,408408,285885.6,40840.8,-40840.8,0,160650
5975348,2016,64,101440,47550,304320,152160,121728,60864,60864,53890
5975349,2016,673,85700,38565,8570,4285,3428,2571,1714,47135
5975350,2016,405,334080,328860,1269504,634752,507801.6,380851.2,761702.4,5220
5975351,2016,792,200520,389900,240624,120312,48124.8,0,96249.6,-189380
5975352,2016,438,45570,65100,41013,16405.2,20506.5,16405.2,16405.2,-19530
5975353,2016,478,115000,56350,149500,59800,74750,44850,89700,NA
5975354,2016,657,88760,85590,35504,24852.8,14201.6,3550.4,7100.8,3170
5975355,2016,589,447360,438040,357888,250521.6,143155.2,71577.6,71577.6,9320
5975356,2016,149,57150,106680,45720,22860,22860,13716,27432,-49530
5975357,2016,336,154800,224460,139320,83592,13932,0,27864,-69660
5975358,2016,385,94950,139260,398790,319032,39879,0,79758,-44310
5975359,2016,622,NA,79515,117180,46872,58590,23436,70308,87885
5975360,2016,88,18400,20700,40480,20240,16192,0,8096,-2300
5975361,2016,442,158880,155570,730848,365424,219254.4,146169.6,438508.8,3310
5975362,2016,675,76000,102600,372400,223440,111720,0,148960,-26600
5975363,2016,941,107100,52275,32130,12852,6426,0,6426,54825
5975364,2016,892,60300,116580,265320,106128,132660,-26532,0,-56280
5975365,2016,41,150280,216750,751400,450840,225420,150280,300560,-66470
5975366,2016,287,103530,98600,289884,173930.4,57976.8,86965.2,57976.8,4930
5975367,2016,31,29440,27600,135424,54169.6,54169.6,54169.6,27084.8,1840
5975368,2016,606,192600,274455,577800,404460,173340,0,115560,-81855
5975369,2016,197,168480,80730,303264,151632,30326.4,121305.6,181958.4,87750
5975370,2016,859,265800,513880,398700,318960,199350,-39870,0,-248080
5975371,2016,580,34800,68440,93960,65772,28188,-9396,0,-33640
5975372,2016,475,410880,804640,123264,73958.4,12326.4,24652.8,24652.8,-393760
5975373,2016,295,141750,69300,85050,34020,34020,0,51030,72450
5975374,2016,315,252480,122295,403968,NA,161587.2,121190.4,161587.2,130185
5975375,2016,197,388080,379260,1707552,853776,170755.2,341510.4,683020.8,8820
5975376,2016,687,19620,17440,47088,37670.4,9417.6,14126.4,9417.6,2180
5975377,2016,536,388440,571455,971100,679770,291330,0,582660,-183015
5975378,2016,568,308480,448260,185088,129561.6,74035.2,37017.6,37017.6,-139780
5975379,2016,763,58880,114080,264960,105984,52992,26496,105984,-55200
5975380,2016,300,695800,1371720,626220,500976,125244,62622,250488,-675920
5975381,2016,584,49410,95160,4941,3952.8,1976.4,988.2,2964.6,-45750
5975382,2016,156,620100,610560,2604420,1302210,1302210,0,1562652,9540
5975383,2016,523,251160,246330,803712,321484.8,80371.2,160742.4,160742.4,4830
5975384,2016,23,405600,NA,1297920,908544,259584,0,259584,205335
5975385,2016,722,296010,288420,148005,59202,29601,44401.5,88803,7590
5975386,2016,802,57750,56700,23100,9240,11550,2310,4620,1050
5975387,2016,950,60720,58190,151800,91080,15180,45540,30360,2530
5975388,2016,500,66080,57820,105728,63436.8,10572.8,42291.2,21145.6,8260
5975389,2016,344,103800,49305,259500,103800,51900,103800,103800,54495
5975390,2016,161,201300,395280,523380,366366,157014,0,209352,-193980
5975391,2016,944,88960,131355,115648,69388.8,11564.8,46259.2,23129.6,-42395
5975392,2016,154,55350,77490,NA,79704,13284,0,26568,-22140
5975393,2016,183,15760,13790,34672,20803.2,13868.8,10401.6,13868.8,1970
5975394,2016,901,300960,294690,90288,36115.2,45144,0,54172.8,6270
5975395,2016,794,55020,26200,5502,4401.6,1650.6,1100.4,3301.2,28820
5975396,2016,228,195360,186480,644688,322344,128937.6,257875.2,257875.2,8880
5975397,2016,752,195930,186600,901278,360511.2,90127.8,-90127.8,0,9330
5975398,2016,790,71280,34155,342144,239500.8,136857.6,-34214.4,0,37125
5975399,2016,936,363200,708240,581120,348672,116224,0,116224,-345040
5975400,2016,938,164640,158760,724416,507091.2,144883.2,144883.2,144883.2,5880
5975401,2016,528,138040,266220,41412,24847.2,20706,16564.8,16564.8,-128180
5975402,2016,NA,192660,281580,288990,115596,86697,-28899,0,-88920
5975403,2016,789,82040,39555,16408,9844.8,6563.2,-1640.8,0,42485
5975404,2016,96,19200,18800,13440,10752,2688,2688,8064,400
5975405,2016,644,140320,65775,406928,244156.8,40692.8,162771.2,244156.8,74545
5975406,2016,442,131840,259560,316416,158208,94924.8,63283.2,126566.4,-127720
5975407,2016,602,261440,126635,NA,237910.4,67974.4,0,67974.4,134805
5975408,2016,593,175680,85095,544608,217843.2,54460.8,0,217843.2,90585
5975409,2016,915,35200,56320,133760,53504,53504,-13376,0,-21120
5975410,2016,716,222480,108150,378216,189108,113464.8,75643.2,75643.2,114330
5975411,NA,576,107400,103820,483300,338310,144990,96660,96660,3580
5975412,2016,533,116820,NA,584100,408870,116820,-58410,0,6490
5975413,2016,726,197120,190080,551936,386355.2,275968,55193.6,110387.2,7040
5975414,2016,38,9600,4500,43200,34560,17280,0,8640,5100
5975415,2016,124,32500,46875,136500,95550,13650,27300,81900,-14375
5975416,2016,237,15300,14450,76500,45900,22950,15300,30600,850
5975417,2016,973,45800,61830,196940,98470,78776,78776,39388,-16030
5975418,2016,766,67320,119680,154836,77418,46450.8,46450.8,30967.2,-52360
5975419,2016,915,114080,53475,308016,246412.8,61603.2,0,184809.6,60605
5975420,2016,906,753600,1116270,1582560,1266048,316512,-158256,0,-362670
5975421,2016,606,170280,80410,715176,429105.6,286070.4,143035.2,286070.4,89870
5975422,2016,34,346850,168470,1109920,443968,221984,-110992,0,178380
5975423,2016,653,37440,35880,52416,36691.2,20966.4,20966.4,31449.6,1560
5975424,2016,585,13640,6665,58652,23460.8,17595.6,0,11730.4,6975
5975425,2016,273,37500,15000,135000,108000,40500,54000,54000,22500
5975426,2016,913,36300,50820,87120,52272,26136,17424,52272,-14520
5975427,2016,310,34900,62820,52350,41880,15705,20940,10470,-27920
5975428,2016,747,261800,258060,837760,502656,418880,NA,167552,3740
5975429,2016,302,46960,20545,169056,67622.4,84528,0,33811.2,26415
5975430,2016,850,75880,73170,45528,22764,13658.4,13658.4,9105.6,2710
5975431,2016,434,226200,109330,452400,316680,226200,45240,271440,116870
5975432,2016,593,238000,114750,833000,499800,249900,83300,333200,123250
5975433,2016,401,23400,11115,18720,13104,1872,1872,11232,12285
5975434,2016,64,123300,116450,419220,209610,167688,41922,251532,6850
5975435,2016,474,162960,235710,179256,107553.6,53776.8,71702.4,71702.4,-72750
5975436,2016,510,145800,272160,204120,142884,102060,61236,81648,-126360
5975437,2016,517,526400,778320,1210720,847504,363216,-121072,0,-251920
5975438,2016,64,44550,39600,187110,74844,37422,0,37422,4950
5975439,2016,588,171400,325660,102840,51420,30852,20568,61704,-154260
5975440,2016,670,188500,92365,848250,508950,424125,339300,508950,96135
5975441,2016,758,343560,670760,1649088,1154361.6,494726.4,-164908.8,0,-327200
5975442,2016,497,17680,13260,58344,46675.2,5834.4,0,23337.6,4420
5975443,2016,25,85120,125685,178752,107251.2,17875.2,35750.4,107251.2,-40565
5975444,2016,81,162000,156600,16200,12960,6480,6480,9720,5400
5975445,2016,895,NA,197220,31140,12456,15570,12456,6228,-93420
5975446,2016,762,310400,611100,1210560,484224,121056,242112,242112,-300700
5975447,2016,741,74790,33240,179496,71798.4,35899.2,-17949.6,0,41550
5975448,2016,156,226800,220320,430920,258552,172368,172368,86184,6480
5975449,2016,745,102840,47135,30852,24681.6,6170.4,12340.8,18511.2,55705
5975450,2016,753,159950,155380,479850,335895,95970,95970,95970,4570
5975451,2016,622,138420,130730,636732,382039.2,254692.8,0,254692.8,7690
5975452,2016,367,293760,143820,528768,317260.8,158630.4,211507.2,211507.2,149940
5975453,2016,514,67040,125700,73744,29497.6,36872,7374.4,14748.8,-58660
5975454,2016,430,55800,49600,206460,123876,82584,0,123876,6200
5975455,2016,256,15040,13160,34592,20755.2,10377.6,6918.4,20755.2,1880
5975456,2016,NA,46690,20010,102718,71902.6,51359,41087.2,61630.8,26680
5975457,2016,417,21760,20400,45696,31987.2,4569.6,9139.2,9139.2,1360
5975458,2016,846,47100,43960,80070,40035,24021,0,16014,3140
5975459,2016,556,46240,86700,115600,69360,57800,0,69360,-40460
5975460,2016,132,11100,18500,5550,3330,2220,555,3330,-7400
5975461,2016,416,36660,61100,76986,46191.6,7698.6,15397.2,46191.6,-24440
5975462,2016,43,404640,198105,1942272,776908.8,582681.6,776908.8,388454.4,206535
5975463,2016,490,95160,174460,38064,19032,3806.4,3806.4,22838.4,-79300
5975464,2016,431,66400,116200,232400,162680,46480,69720,139440,-49800
5975465,2016,321,417600,816640,1127520,451008,225504,112752,451008,-399040
5975466,2016,912,286200,139125,1402380,701190,701190,560952,280476,147075
5975467,2016,109,286110,554880,829719,663775.2,331887.6,82971.9,497831.4,-268770
5975468,2016,676,659400,649980,2901360,2321088,1160544,-290136,0,9420
5975469,2016,592,104860,194740,408954,204477,163581.6,81790.8,163581.6,-89880
5975470,2016,431,236880,113505,544824,326894.4,163447.2,0,326894.4,123375
5975471,2016,215,67410,89880,202230,80892,60669,60669,40446,-22470
5975472,2016,896,9000,15000,17100,11970,5130,0,3420,-6000
5975473,2016,811,38100,73660,60960,48768,12192,12192,36576,-35560
5975474,2016,349,46800,21840,18720,11232,9360,1872,3744,24960
5975475,2016,726,23130,10280,37008,14803.2,18504,0,22204.8,12850
5975476,2016,445,574000,848700,459200,183680,183680,-45920,0,-274700
5975477,2016,113,63630,121200,127260,63630,12726,38178,50904,-57570
5975478,2016,981,28740,35925,54606,27303,27303,21842.4,10921.2,-7185
5975479,2016,607,89520,164120,259608,129804,129804,25960.8,103843.2,-74600
5975480,2016,636,109260,154785,371484,185742,185742,111445.2,74296.8,-45525
5975481,2016,53,15000,14800,19500,13650,1950,5850,3900,200
5975482,2016,904,347200,677040,1736000,1388800,868000,-173600,0,-329840
5975483,2016,77,350000,517500,385000,308000,154000,115500,231000,-167500
5975484,2016,615,13600,17850,57120,28560,17136,11424,22848,-4250
5975485,2016,675,33480,50220,87048,34819.2,43524,-8704.8,0,-16740
5975486,2016,70,65040,85365,240648,144388.8,120324,48129.6,48129.6,-20325
5975487,2016,417,7840,1960,36064,14425.6,10819.2,7212.8,14425.6,5880
5975488,2016,69,104000,148200,239200,191360,23920,23920,47840,-44200
5975489,2016,492,468600,691185,1358940,951258,407682,407682,271788,-222585
5975490,2016,579,71360,100350,107040,64224,32112,-10704,0,-28990
5975491,2016,843,66330,128640,238788,167151.6,119394,47757.6,95515.2,-62310
5975492,2016,485,424800,831900,467280,186912,140184,186912,186912,-407100
5975493,2016,69,92400,45150,184800,92400,55440,73920,36960,47250
5975494,2016,780,9000,7200,39600,27720,19800,11880,23760,1800
5975495,2016,431,9120,12825,20976,8390.4,2097.6,2097.6,8390.4,-3705
5975496,2016,82,493000,966280,1577600,631040,631040,157760,946560,-473280
5975497,2016,247,12600,17850,44100,30870,17640,4410,26460,-5250
5975498,2016,720,73080,104400,36540,18270,18270,-3654,0,-31320
5975499,2016,739,7200,10440,33840,27072,10152,13536,13536,-3240
5975500,2016,389,219800,105975,659400,263760,263760,NA,0,113825
5975501,2016,424,161910,231300,210483,147338.1,105241.5,0,126289.8,-69390
5975502,2016,615,3150,2940,11655,9324,1165.5,-1165.5,0,210
5975503,2016,239,99680,46280,328944,197366.4,131577.6,131577.6,65788.8,53400
5975504,2016,666,174240,164560,853776,512265.6,426888,170755.2,170755.2,9680
5975505,2016,849,200900,292740,562520,281260,168756,112504,337512,-91840
5975506,2016,973,23100,31185,73920,44352,14784,22176,14784,-8085
5975507,2016,447,273960,133175,356148,178074,71229.6,35614.8,71229.6,140785
5975508,2016,817,5970,3980,4179,1671.6,417.9,417.9,1671.6,1990
5975509,2016,80,248960,367605,796672,478003.2,239001.6,79667.2,159334.4,-118645
5975510,2016,304,85300,153540,196190,78476,58857,19619,78476,-68240
5975511,2016,730,180000,351000,576000,345600,115200,172800,345600,-171000
5975512,2016,885,27600,9200,132480,66240,52992,13248,79488,18400
5975513,2016,723,332800,491520,232960,139776,46592,0,93184,-158720
5975514,2016,514,233750,229500,374000,261800,187000,0,149600,4250
5975515,2016,365,77400,151360,170280,68112,51084,68112,102168,-73960
5975516,2016,407,53970,25700,32382,19429.2,16191,12952.8,19429.2,28270
5975517,2016,820,202020,97125,989898,593938.8,197979.6,-98989.8,0,104895
5975518,2016,747,41500,74700,70550,42330,14110,28220,28220,-33200
5975519,2016,843,153160,73845,627956,502364.8,188386.8,62795.6,251182.4,79315
5975520,2016,738,290080,284900,290080,174048,145040,116032,116032,5180
5975521,2016,324,78000,71500,85800,51480,17160,17160,17160,6500
5975522,2016,977,466960,228990,1727752,863876,518325.6,172775.2,1036651.2,237970
5975523,2016,954,366240,537915,439488,219744,87897.6,43948.8,87897.6,-171675
5975524,2016,359,56100,26180,230010,92004,115005,NA,92004,29920
5975525,2016,522,38010,48870,87423,52453.8,8742.3,8742.3,52453.8,-10860
5975526,2016,507,435600,214170,1089000,435600,326700,-108900,0,221430
5975527,2016,865,355200,173900,1065600,532800,532800,213120,639360,181300
5975528,2016,344,NA,85635,274032,219225.6,82209.6,82209.6,109612.8,-23355
5975529,2016,219,656250,323750,1246875,498750,249375,124687.5,498750,332500
5975530,2016,736,134400,189000,510720,306432,153216,51072,102144,-54600
5975531,2016,364,24360,11745,104748,73323.6,31424.4,-10474.8,0,12615
5975532,2016,780,77520,101745,348840,279072,174420,0,69768,-24225
5975533,2016,678,214400,105525,1029120,411648,102912,102912,411648,108875
5975534,2016,269,431550,843920,1078875,647325,431550,-107887.5,0,-412370
5975535,2016,469,362250,177100,1593900,796950,318780,478170,637560,185150
5975536,2016,517,212490,409240,977454,488727,195490.8,293236.2,390981.6,-196750
5975537,2016,595,299970,290880,1139886,911908.8,569943,227977.2,455954.4,9090
5975538,2016,368,75750,35350,106050,42420,42420,42420,21210,40400
5975539,2016,546,37920,17775,159264,79632,79632,-15926.4,0,20145
5975540,2016,465,27020,25090,62146,24858.4,18643.8,12429.2,24858.4,1930
5975541,2016,158,96900,140505,445740,222870,178296,0,89148,-43605
5975542,NA,568,376350,185280,150540,60216,75270,15054,30108,191070
5975543,2016,207,23170,39720,64876,45413.2,6487.6,19462.8,38925.6,-16550
5975544,2016,797,203400,100005,935640,374256,280692,187128,374256,103395
5975545,2016,339,63200,120080,132720,66360,13272,39816,53088,-56880
5975546,2016,718,31840,55720,101888,71321.6,50944,30566.4,40755.2,-23880
5975547,2016,738,172620,84255,655956,524764.8,262382.4,0,393573.6,88365
5975548,2016,933,21400,16050,87740,70192,26322,17548,17548,5350
5975549,2016,950,54560,95480,267344,160406.4,80203.2,-26734.4,0,-40920
5975550,2016,575,8000,3800,37600,15040,3760,0,22560,4200
5975551,2016,230,62160,27195,130536,104428.8,52214.4,52214.4,52214.4,34965
5975552,2016,873,34050,40860,81720,57204,40860,16344,49032,-6810
5975553,2016,555,56880,50560,108072,64843.2,21614.4,21614.4,43228.8,6320
5975554,2016,220,48720,93380,155904,109132.8,31180.8,0,31180.8,-44660
5975555,2016,309,127680,61180,612864,429004.8,306432,183859.2,367718.4,66500
5975556,2016,424,62860,87555,270298,216238.4,81089.4,27029.8,162178.8,-24695
5975557,2016,39,32300,58140,16150,8075,3230,1615,6460,-25840
5975558,2016,655,238000,228480,166600,133280,16660,66640,33320,9520
5975559,2016,NA,7000,3325,24500,14700,4900,9800,14700,3675
5975560,2016,244,37570,17340,41327,28928.9,20663.5,12398.1,8265.4,20230
5975561,2016,754,53520,70245,69576,41745.6,6957.6,-6957.6,0,-16725
5975562,2016,521,83720,77740,8372,5860.4,3348.8,837.2,3348.8,5980
5975563,2016,340,76160,99960,274176,137088,27417.6,0,164505.6,-23800
5975564,2016,164,183920,263340,514976,205990.4,205990.4,154492.8,102995.2,-79420
5975565,2016,260,45290,38820,63406,25362.4,25362.4,-6340.6,0,6470
5975566,2016,219,102450,191240,102450,81960,10245,30735,20490,-88790
5975567,2016,476,341120,503685,341120,136448,170560,0,68224,-162565
5975568,2016,25,37600,17625,176720,106032,17672,-17672,0,19975
5975569,2016,405,64020,31040,172854,120997.8,86427,69141.6,34570.8,32980
5975570,2016,224,118350,57860,591750,414225,177525,177525,118350,60490
5975571,2016,37,36120,16555,79464,63571.2,15892.8,0,47678.4,19565
5975572,2016,553,84760,40750,93236,65265.2,9323.6,9323.6,37294.4,44010
5975573,2016,973,40800,19890,155040,77520,62016,0,93024,20910
5975574,2016,650,3480,2610,2436,1948.8,243.6,-243.6,0,870
5975575,2016,615,207680,NA,353056,141222.4,70611.2,0,141222.4,-188800
5975576,2016,149,54600,68250,103740,62244,10374,10374,20748,-13650
5975577,2016,716,134640,190740,592416,414691.2,59241.6,59241.6,355449.6,-56100
5975578,2016,155,9600,13680,14400,10080,4320,-1440,0,-4080
5975579,2016,796,358800,175950,502320,251160,100464,100464,100464,182850
5975580,2016,690,403500,197715,1089450,653670,435780,0,217890,205785
5975581,2016,651,361800,353760,759780,303912,379890,0,151956,8040
5975582,2016,609,141800,269420,42540,29778,12762,0,17016,-127620
5975583,2016,166,224880,107755,494736,296841.6,197894.4,197894.4,296841.6,117125
5975584,2016,772,196160,190030,666944,333472,66694.4,0,400166.4,6130
5975585,2016,821,162000,238140,178200,106920,53460,71280,35640,-76140
5975586,2016,530,34800,45675,66120,39672,6612,13224,13224,-10875
5975587,2016,728,35750,68640,135850,54340,54340,-13585,0,-32890
5975588,2016,611,32100,38520,83460,50076,8346,16692,50076,-6420
5975589,2016,960,22400,11025,42560,29792,12768,8512,17024,11375
5975590,2016,151,61320,113880,116508,46603.2,34952.4,46603.2,23301.6,-52560
5975591,2016,409,268000,131320,991600,694120,396640,198320,594960,136680
5975592,2016,626,325500,635500,1204350,722610,120435,361305,481740,-310000
5975593,2016,165,320850,156860,1090890,872712,327267,436356,436356,163990
5975594,2016,658,79950,NA,7995,5596.5,799.5,-799.5,0,-67650
5975595,2016,879,133440,62550,186816,149452.8,37363.2,0,112089.6,70890
5975596,2016,684,57150,76200,274320,109728,54864,54864,164592,-19050
5975597,2016,485,67860,93960,217152,108576,65145.6,0,130291.2,-26100
5975598,2016,498,6380,12180,10208,7145.6,3062.4,2041.6,2041.6,-5800
5975599,2016,236,10010,8580,50050,40040,20020,10010,30030,1430
5975600,2016,631,15600,15210,74880,44928,14976,0,14976,390
5975601,2016,119,432120,847620,1123512,898809.6,112351.2,449404.8,224702.4,-415500
5975602,2016,260,113750,52500,557375,445900,111475,167212.5,334425,61250
5975603,2016,31,427500,421800,1624500,649800,324900,487350,324900,NA
5975604,2016,645,221760,106260,66528,39916.8,26611.2,26611.2,13305.6,115500
5975605,2016,690,NA,231300,582876,466300.8,233150.4,0,116575.2,-69390
5975606,2016,124,450240,221100,225120,112560,22512,90048,135072,229140
5975607,2016,609,1600,2800,7200,2880,3600,-720,0,-1200
5975608,2016,505,93000,133920,111600,89280,11160,0,22320,-40920
5975609,2016,436,20350,27750,75295,30118,37647.5,30118,15059,-7400
5975610,2016,904,51480,24750,169884,135907.2,16988.4,16988.4,101930.4,26730
5975611,2016,969,18000,16500,18000,12600,9000,1800,7200,1500
5975612,2016,906,225000,330750,135000,54000,40500,0,81000,-105750
5975613,2016,946,283200,411525,198240,138768,79296,0,79296,-128325
5975614,2016,857,48400,47190,140360,56144,42108,28072,56144,1210
5975615,2016,423,20520,9120,16416,9849.6,6566.4,-1641.6,0,11400
5975616,2016,363,136080,133650,326592,261273.6,32659.2,32659.2,65318.4,2430
5975617,2016,41,4550,4200,12740,10192,6370,0,2548,350
5975618,2016,420,45150,72240,81270,32508,40635,-8127,NA,-27090
5975619,2016,149,1540,1430,2002,1201.2,400.4,200.2,800.8,110
5975620,2016,962,15960,21280,38304,15321.6,19152,7660.8,22982.4,-5320
5975621,2016,621,88990,161800,142384,99668.8,56953.6,-14238.4,0,-72810
5975622,2016,781,108000,52800,356400,213840,142560,71280,213840,55200
5975623,2016,78,624000,614400,2808000,2246400,280800,280800,561600,9600
